id,name,slug,city,state,zipCode,latitude,longitude,division,conference
"cmox237d8005uqtfkbxa00o4x","Itawamba Community College","itawamba-community-college","","MS","","","","",""
"cmovorr5500b3qt7gyxz64oa8","Ithaca College","ithaca-college","","NY","","","","",""
"cmox237em005xqtfkv4mpr20b","Jackson College","jackson-college","","MI","","","","",""
"cmox1ghgl005fqtsgtp091ny4","Jackson State Community College","jackson-state-community-college","","TN","","","","",""
"cmou8bked00n0qtuwpp2lpp75","Jackson State University","jackson-state-university","Jackson","MS","","","","",""
"cmou74g4y00cxqtbo8mt66c5s","Jacksonville State University","jacksonville-state-university","Jacksonville","AL","","","","",""
"cmou692c9009rqt1gyfzu2me9","Jacksonville University","jacksonville-university","Jacksonville","FL","","","","",""
"cmorirvnh0020qtm0zmpqk8ha","James Madison University","james-madison-university","Harrisonburg","VA","","","","",""
"cmovlhvad008lqt20v64qa5f4","Jamestown","jamestown","Jamestown","N.D.","","","","",""
"cmox2o1w7002xqtbk8uk911g1","Jamestown Community College","jamestown-community-college","","NY","","","","",""
"cmox066qy0069qtgco1avrdjp","Jarvis Christian","jarvis-christian","","TX","","","","",""
"cmovlhvbq008oqt20tvfszb7x","Jefferson","jefferson","Philadelphia","Pennsylvania","","","","",""
"cmox1ghhz005iqtsg6n46ykur","Jefferson College","jefferson-college","","MO","","","","",""
"cmox2o1xq0030qtbk6hyoayko","Jefferson Community College","jefferson-community-college","","NY","","","","",""
"cmovlhvd3008rqt20ufddfexs","Jessup","jessup","Rocklin","California","","","","",""
"cmox1ghje005lqtsg4nodsmwp","John A. Logan College","john-a-logan-college","","IL","","","","",""
"cmovorr6o00b6qt7gb7bh77mx","John Carroll University","john-carroll-university","","OH","","","","",""
"cmovorr8500b9qt7ggiams4zk","John Jay College of Criminal Justice","john-jay-college-of-criminal-justice","","NY","","","","",""
"cmox237g00060qtfk2jqa1z49","John Wood Community College","john-wood-community-college","","IL","","","","",""
"cmovorr9m00bcqt7g50s195x7","Johns Hopkins University","johns-hopkins-university","","MD","","","","",""
"cmowzs0mz003rqt4w9dtclhuh","Johnson","johnson","","TN","","","","",""
"cmovorrb400bfqt7g2ssftie0","Johnson & Wales University (Providence)","johnson-and-wales-university-providence","","RI","","","","",""
"cmovorrcl00biqt7g3ozaeolh","Johnson & Wales University Charlotte","johnson-and-wales-university-charlotte","","NC","","","","",""
"cmox1ghkq005oqtsgk5vbmhcv","Johnson County Community College","johnson-county-community-college","","KS","","","","",""
"cmox2o1z70033qtbkgqy78515","Joliet Junior College","joliet-junior-college","","IL","","","","",""
"cmox237hc0063qtfk9scdv1l9","Jones College","jones-college","","MS","","","","",""
"cmowzs0og003uqt4womnogrq7","Judson","judson","","IL","","","","",""
"cmovorrec00blqt7gkf1fbm6r","Juniata College","juniata-college","","PA","","","","",""
"cmovorrft00boqt7gsrvtk2b6","Kalamazoo College","kalamazoo-college","","MI","","","","",""
"cmox237it0066qtfk4cdsi2u8","Kalamazoo Valley Community College","kalamazoo-valley-community-college","","MI","","","","",""
"cmox237k80069qtfkne4wbkhy","Kankakee Community College","kankakee-community-college","","IL","","","","",""
"cmox1ghma005rqtsgx03ukllp","Kansas City Kansas Community College","kansas-city-kansas-community-college","","KS","","","","",""
"cmosun069004uqtlgldcwzyyz","Kansas State University","kansas-state-university","Manhattan","KS","","","","",""
"cmox066v1006iqtgcllhmn9xz","Kansas Wesleyan","kansas-wesleyan","","KS","","","","",""
"cmox1ghnl005uqtsgfdpl5rhv","Kaskaskia College","kaskaskia-college","","IL","","","","",""
"cmovorrhb00brqt7g38aww4ys","Kean University","kean-university","","NJ","","","","",""
"cmovorrit00buqt7ghdtvrges","Keene State College","keene-state-college","","NH","","","","",""
"cmowzs0py003xqt4w2b5x3mjw","Keiser","keiser","","FLA.","","","","",""
"cmox237ln006cqtfk96h84b7x","Kellogg Community College","kellogg-community-college","","MI","","","","",""
"cmox1ghox005xqtsgv7iad95e","Kennedy-King College","kennedy-king-college","","IL","","","","",""
"cmorirvat001cqtm0g8f0pvoh","Kennesaw State University","kennesaw-state-university","Kennesaw","GA","","","","",""
"cmou7skkk00g3qtagy6vhez1y","Kent State University","kent-state-university","Kent","OH","","","","",""
"cmox066xq006oqtgc1hw3zms8","Kentucky Christian","kentucky-christian","","KY","","","","",""
"cmovlhveh008uqt20g1j51j3l","Kentucky State","kentucky-state","Frankfort","Kentucky","","","","",""
"cmovlhvfx008xqt20ru3022gf","Kentucky Wesleyan","kentucky-wesleyan","Owensboro","Kentucky","","","","",""
"cmovorrk900bxqt7gwu0fslf5","Kenyon College","kenyon-college","","OH","","","","",""
"cmovorrlp00c0qt7g7w3dih3w","Keuka College","keuka-college","","NY","","","","",""
"cmovorrn600c3qt7gy0hpna87","Keystone College","keystone-college","","PA","","","","",""
"cmovlhvhb0090qt200srjtjgi","King","king","Bristol","Tennessee","","","","",""
"cmovorroo00c6qt7gq91ntim0","King's College (Pennsylvania)","king-s-college-pennsylvania","","PA","","","","",""
"cmox2o20l0036qtbktb8b86z7","Kingsborough Community College","kingsborough-community-college","","NY","","","","",""
"cmox237n2006fqtfkgzdykizj","Kirkwood Community College","kirkwood-community-college","","IA","","","","",""
"cmox1ghqc0060qtsggpuqzmtv","Kishwaukee College","kishwaukee-college","","IL","","","","",""
"cmovorrq500c9qt7g1uq9vc7j","Knox College","knox-college","","IL","","","","",""
"cmovlhvis0093qt200zxi4ocb","Kutztown","kutztown","Kutztown","Pennsylvania","","","","",""
"cmou7zwdt00j9qt182aa9w7js","LIU","liu","Brookville","NY","","","","",""
"cmowzs0uo0046qt4wfr3hrw5d","LSU Alexandria","lsu-alexandria","","LA.","","","","",""
"cmowzs0w50049qt4wzavead73","LSU Shreveport","lsu-shreveport","","LA.","","","","",""
"cmovorrrm00ccqt7gc2iirde1","La Roche University","la-roche-university","","PA","","","","",""
"cmox066z4006rqtgchicxxtpc","La Sierra","la-sierra","","CA","","","","",""
"cmorj0h470036qtio3sq7jaxl","LaGrange College","lagrange-college","LaGrange","GA","","","","",""
"cmox1ghrq0063qtsgu5jtnvsk","Labette Community College","labette-community-college","","KS","","","","",""
"cmox237oi006iqtfkgxp6lx4g","Lackawanna College","lackawanna-college","","PA","","","","",""
"cmou853xc00koqtiw191jfymh","Lafayette College","lafayette-college","Easton","PA","","","","",""
"cmovlhvn2009cqt20jkns8pmz","Lake Erie","lake-erie","Painesville","Ohio","","","","",""
"cmovorrun00ciqt7gl6x34nvj","Lake Forest College","lake-forest-college","","IL","","","","",""
"cmox1ght20066qtsgtbl23of9","Lake Land College","lake-land-college","","IL","","","","",""
"cmox237pv006lqtfkxsbv2dzz","Lake Michigan College","lake-michigan-college","","MI","","","","",""
"cmox237rc006oqtfkpq5els60","Lake Region State College - ND","lake-region-state-college-nd","","ND","","","","",""
"cmox237st006rqtfkrsyytyif","Lake-Sumter State College","lake-sumter-state-college","","FL","","","","",""
"cmox237u9006uqtfkmz4ptqzv","Lakeland Community College","lakeland-community-college","","OH","","","","",""
"cmovorrw300clqt7gtimyvr8m","Lakeland University","lakeland-university","","WI","","","","",""
"cmox1ghue0069qtsgeslr90uj","Lamar Community College","lamar-community-college","","CO","","","","",""
"cmou87s5i00luqt8onj1dfzgw","Lamar University","lamar-university","Beaumont","TX","","","","",""
"cmovorrxi00coqt7gf1nuef7w","Lancaster Bible College","lancaster-bible-college","","PA","","","","",""
"cmovlhvk60096qt20jf3rktz0","Lander","lander","Greenwood","South Carolina","","","","",""
"cmorj0gmq0026qtiozjrz5w2n","Lander University","lander-university","Greenwood","SC","","","","",""
"cmovlhvln0099qt208o2etcqd","Lane","lane","Jackson","Tennessee","","","","",""
"cmox237vn006xqtfkm7btexra","Lansing Community College","lansing-community-college","","MI","","","","",""
"cmovorryw00crqt7gk8b4otu8","Lasell University","lasell-university","","MA","","","","",""
"cmox0670h006uqtgc73tzy1mv","Lawrence Tech","lawrence-tech","","MI","","","","",""
"cmovors0c00cuqt7gzthlhn7j","Lawrence University","lawrence-university","","WI","","","","",""
"cmox1ghvv006cqtsglb9vjv65","Lawson State Community College","lawson-state-community-college","","AL","","","","",""
"cmou7zwca00j6qt18z0kal3jh","Le Moyne College","le-moyne-college","Syracuse","NY","","","","",""
"cmovlhvpw009iqt20g3ft0k1o","LeMoyne–Owen","lemoyne-owen","Memphis","Tennessee","","","","",""
"cmovors6a00d6qt7gc0dqvqsn","LeTourneau University","letourneau-university","","TX","","","","",""
"cmovors1s00cxqt7g2io3pz3d","Lebanon Valley College","lebanon-valley-college","","PA","","","","",""
"cmovlhvoi009fqt20y6xfqc87","Lee","lee","Cleveland","Tennessee","","","","",""
"cmorjat0m004rqt4wygc0sl6i","Lees-McRae College","lees-mcrae-college","Banner Elk","NC","","","","",""
"cmou853yn00krqtiwxft9rpx6","Lehigh University","lehigh-university","Bethlehem","PA","","","","",""
"cmovors3c00d0qt7g4kp985zl","Lehman College","lehman-college","","NY","","","","",""
"cmox237x00070qtfkegjy06th","Lenoir Community College","lenoir-community-college","","NC","","","","",""
"cmorjasxz004lqt4w7epq8iye","Lenoir-Rhyne University","lenoir-rhyne-university","Hickory","NC","","","","",""
"cmovlhvrc009lqt20xsm15etg","Lenoir–Rhyne","lenoir-rhyne","Hickory","North Carolina","","","","",""
"cmovors4s00d3qt7gqqxgxee8","Lesley University","lesley-university","","MA","","","","",""
"cmovlhvst009oqt20ynpfzg3r","Lewis","lewis","Romeoville","Illinois","","","","",""
"cmovors7s00d9qt7gqu463d1c","Lewis & Clark College","lewis-and-clark-college","","OR","","","","",""
"cmox237ye0073qtfkashksyoi","Lewis & Clark Community College","lewis-and-clark-community-college","","IL","","","","",""
"cmowzs0ro0040qt4w6yk3fqcd","Lewis-Clark State","lewis-clark-state","","IDAHO","","","","",""
"cmorirvly001xqtm0tzybydoz","Liberty University","liberty-university","Lynchburg","VA","","","","",""
"cmorjassg0049qt4wq08n7hlq","Limestone University","limestone-university","Gaffney","SC","","","","",""
"cmovlhvu8009rqt20hm8di6b2","Lincoln (MO)","lincoln-mo","Jefferson City","Missouri","","","","",""
"cmovlhvvn009uqt20l3wifmmh","Lincoln (PA)","lincoln-pa","Oxford","Pennsylvania","","","","",""
"cmox237zs0076qtfkf1v7ckpt","Lincoln Land Community College","lincoln-land-community-college","","IL","","","","",""
"cmovlhvx5009xqt20xmn7sbfi","Lincoln Memorial","lincoln-memorial","Harrogate","Tennessee","","","","",""
"cmorjat3a004xqt4wle1hjyyv","Lincoln Memorial University","lincoln-memorial-university","Harrogate","TN","","","","",""
"cmox1ghxb006fqtsgu5re7f4u","Lincoln Trail College","lincoln-trail-college","","IL","","","","",""
"cmox067330070qtgc2vra1ndq","Lindsey Wilson","lindsey-wilson","","KY.","","","","",""
"cmovors9900dcqt7gd54eun86","Linfield University","linfield-university","","OR","","","","",""
"cmovlhvym00a0qt206nfpk7yb","Lock Haven","lock-haven","Lock Haven","Pennsylvania","","","","",""
"cmou6tv4900bfqti0dl5zm88o","Longwood University","longwood-university","Farmville","VA","","","","",""
"cmox2o2210039qtbkozottt6r","Lorain County Community College","lorain-county-community-college","","OH","","","","",""
"cmovorsap00dfqt7gibs2nlo3","Loras College","loras-college","","IA","","","","",""
"cmorjat8g0059qt4wzrxhvygw","Louisburg College","louisburg-college","Louisburg","NC","","","","",""
"cmox0674e0073qtgccuv9vkx5","Louisiana Christian","louisiana-christian","","LA","","","","",""
"cmosp9qiy001uqtygr9z70e4d","Louisiana State University","louisiana-state-university","Baton Rouge","LA","","","","",""
"cmox1ghyn006iqtsgfgt4f361","Louisiana State University Eunice","louisiana-state-university-eunice","","LA","","","","",""
"cmou74g9400d6qtbozjfls2vs","Louisiana Tech University","louisiana-tech-university","Ruston","LA","","","","",""
"cmox0675s0076qtgcqe0r7lig","Lourdes","lourdes","","OH","","","","",""
"cmowzs0t60043qt4w612g566d","Loyola","loyola","","LA.","","","","",""
"cmou8ea7q00ofqt6st8tp4yo9","Loyola Marymount University","loyola-marymount-university","Los Angeles","CA","","","","",""
"cmovlhw0200a3qt20g88kj7gf","Lubbock Christian","lubbock-christian","Lubbock","Texas","","","","",""
"cmox1gi05006lqtsg25vd4spg","Luna Community College","luna-community-college","","NM","","","","",""
"cmox2382k007cqtfk7mq3prfd","Lurleen B. Wallace Community College","lurleen-b-wallace-community-college","","AL","","","","",""
"cmox2o23h003cqtbklgs7jrdo","Luzerne County Community College","luzerne-county-community-college","","PA","","","","",""
"cmovorsc400diqt7g5el1sobk","Lycoming College","lycoming-college","","PA","","","","",""
"cmovlhw1h00a6qt20j8qnvq8y","Lynn","lynn","Boca Raton","Florida","","","","",""
"cmovorsdj00dlqt7gl12siwby","Lyon College","lyon-college","","AR","","","","",""
"cmox2383x007fqtfkyj1orrdd","Macomb Community College","macomb-community-college","","MI","","","","",""
"cmox2385c007iqtfk85vi4mbf","Madison College","madison-college","","WI","","","","",""
"cmowzs0xk004cqt4wnl1891ss","Madonna","madonna","","MICH.","","","","",""
"cmovorsez00doqt7gfytli0mo","Maine Maritime Academy","maine-maritime-academy","","ME","","","","",""
"cmovlhw2w00a9qt200cbkk1h8","Malone","malone","Canton","Ohio","","","","",""
"cmovorsgh00drqt7gf2vhlheq","Manchester University","manchester-university","","IN","","","","",""
"cmou7g51200exqtkwf7kuasw3","Manhattan University","manhattan-university","Bronx","NY","","","","",""
"cmovorsi000duqt7gwavwo3l5","Manhattanville University","manhattanville-university","","NY","","","","",""
"cmovlhw4x00acqt20fkuxpadx","Mansfield","mansfield","Mansfield","Pennsylvania","","","","",""
"cmovorsjo00dxqt7gjs7b5edl","Maranatha Baptist University","maranatha-baptist-university","","WI","","","","",""
"cmox067ch007lqtgceo3tu6aq","Marian","marian","","IN","","","","",""
"cmovorsl400e0qt7g5yda4ir5","Marian University (Wisconsin)","marian-university-wisconsin","","WI","","","","",""
"cmox2386r007lqtfk7psukvb3","Marian University Ancilla","marian-university-ancilla","","LA","","","","",""
"cmovorsmr00e3qt7g3maxnqu3","Marietta College","marietta-college","","OH","","","","",""
"cmox23886007oqtfkr7tnljl8","Marion Military Institute","marion-military-institute","","AL","","","","",""
"cmou7g52f00f0qtkwt9df4qnj","Marist University","marist-university","Poughkeepsie","NY","","","","",""
"cmou6ba6o00aoqticyii4x4fl","Marquette University","marquette-university","Milwaukee","WI","","","","",""
"cmovlhw6900afqt208i77fkyq","Mars Hill","mars-hill","Mars Hill","North Carolina","","","","",""
"cmorjaszb004oqt4wby4beihf","Mars Hill University","mars-hill-university","Mars Hill","NC","","","","",""
"cmou3bzgk0066qtvox0ta1p15","Marshall University","marshall-university","Huntington","WV","","","","",""
"cmox2389p007rqtfkqd5ig5iy","Marshalltown Community College","marshalltown-community-college","","IA","","","","",""
"cmovorso900e6qt7g5v0fru3j","Martin Luther College","martin-luther-college","","MN","","","","",""
"cmovlhw7o00aiqt20ntmptkgz","Mary","mary","Bismarck","North Dakota","","","","",""
"cmovorspp00e9qt7g4saf0ynz","Mary Baldwin University","mary-baldwin-university","","VA","","","","",""
"cmovorsr700ecqt7g6uovm0dc","Marymount University (Virginia)","marymount-university-virginia","","VA","","","","",""
"cmovlhw9s00alqt20nx98wai4","Maryville (MO)","maryville-mo","Town and Country","Missouri","","","","",""
"cmovorsst00efqt7gx7vfng7i","Marywood University","marywood-university","","PA","","","","",""
"cmovorsu800eiqt7glvybm69u","Massachusetts College of Liberal Arts","massachusetts-college-of-liberal-arts","","MA","","","","",""
"cmovorsvo00elqt7g7yhzggy1","Massachusetts Maritime Academy","massachusetts-maritime-academy","","MA","","","","",""
"cmox2o24w003fqtbkeclocvya","Massasoit Community College","massasoit-community-college","","MA","","","","",""
"cmox067dt007oqtgcup27yusi","Mayville State","mayville-state","","ND","","","","",""
"cmox1gi1h006oqtsggh1qc891","McCook Community College","mccook-community-college","","NE","","","","",""
"cmovorsx300eoqt7gdb6tfft1","McDaniel College","mcdaniel-college","","MD","","","","",""
"cmox1gi2w006rqtsgdxnmr2io","McHenry County College","mchenry-county-college","","IL","","","","",""
"cmovlhwbb00aoqt20r0lajm44","McKendree","mckendree","Lebanon","Illinois","","","","",""
"cmox1gi48006uqtsgbop2r9x2","McLennan Community College","mclennan-community-college","","TX","","","","",""
"cmovorsyj00erqt7gbsdqblc1","McMurry University","mcmurry-university","","TX","","","","",""
"cmou87s7p00lxqt8o8ol0m0nw","McNeese State University","mcneese-state-university","Lake Charles","LA","","","","",""
"cmowzs0z2004fqt4w3uj81px9","McPherson","mcpherson","","KAN.","","","","",""
"cmovort0200euqt7g2mxxqtb8","Medgar Evers College","medgar-evers-college","","NY","","","","",""
"cmovlhwcr00arqt20ptunzm1w","Menlo","menlo","Atherton","California","","","","",""
"cmox238b4007uqtfk9cdvx3p4","Mercer County Community College","mercer-county-community-college","","NJ","","","","",""
"cmorirvda001fqtm0bda9w5vn","Mercer University","mercer-university","Macon","GA","","","","",""
"cmovlhwe900auqt20ezh4cxu1","Mercy","mercy","Dobbs Ferry","New York","","","","",""
"cmox238ch007xqtfk12h0a9cz","Meridian Community College","meridian-community-college","","MS","","","","",""
"cmou7zwf900jcqt18wr5yrl6b","Merrimack College","merrimack-college","North Andover","MA","","","","",""
"cmox238du0080qtfkpv9458cx","Mesa Community College","mesa-community-college","","AZ","","","","",""
"cmovort1i00exqt7gj7a0sqda","Messiah University","messiah-university","","PA","","","","",""
"cmorj0h2u0033qtiopboyd5uc","Methodist University","methodist-university","Fayetteville","NC","","","","",""
"cmox1gi5m006xqtsg3weazvjx","Metropolitan Community College","metropolitan-community-college","","NE","","","","",""
"cmovlhwgi00axqt20i8yliabi","Metropolitan State","metropolitan-state","Denver","Colorado","","","","",""
"cmox1gi6z0070qtsgi1r423i9","Miami Dade College","miami-dade-college","","FL","","","","",""
"cmou7sknj00g9qtagx86tk6jp","Miami University","miami-university","Oxford","OH","","","","",""
"cmoss3uj00033qtao6edcy6t4","Michigan State University","michigan-state-university","East Lansing","MI","","","","",""
"cmox067gh007uqtgcqrq09vgr","Michigan-Dearborn","michigan-dearborn","","MI","","","","",""
"cmox238f90083qtfk6bq6fly3","Mid Michigan College","mid-michigan-college","","MI","","","","",""
"cmox067hw007xqtgci55b1wtd","MidAmerica Nazarene","midamerica-nazarene","","KS","","","","",""
"cmovlhwi200b0qt20um5ba9pk","Middle Georgia","middle-georgia","Cochran","Georgia","","","","",""
"cmox067j70080qtgcbr5o9igh","Middle Georgia State","middle-georgia-state","","GA","","","","",""
"cmou74gai00d9qtbom8p5uos8","Middle Tennessee State University","middle-tennessee-state-university","Murfreesboro","TN","","","","",""
"cmovort4k00f3qt7g48qk9d8g","Middlebury College","middlebury-college","","VT","","","","",""
"cmox2o26f003iqtbky03hkkhv","Middlesex College","middlesex-college","","NJ","","","","",""
"cmox067kl0083qtgczg7bx4q5","Midland","midland","","NE","","","","",""
"cmox1gi8a0073qtsg01m46kpe","Midland College","midland-college","","TX","","","","",""
"cmox067ly0086qtgcybk0ndn8","Midway","midway","","KY","","","","",""
"cmovlhwji00b3qt20m7f656pa","Miles","miles","Fairfield","Alabama","","","","",""
"cmox238go0086qtfkciy0ffja","Miles Community College","miles-community-college","","MT","","","","",""
"cmovlhwl500b6qt20y6wjrqre","Millersville","millersville","Millersville","Pennsylvania","","","","",""
"cmowzs10i004iqt4welwstpp9","Milligan","milligan","","TN","","","","",""
"cmovort6300f6qt7ge5vzudfo","Millikin University","millikin-university","","IL","","","","",""
"cmox238i20089qtfk7c9u50mt","Milwaukee Area Technical College","milwaukee-area-technical-college","","WI","","","","",""
"cmovort7j00f9qt7g840w6kws","Milwaukee School of Engineering","milwaukee-school-of-engineering","","WI","","","","",""
"cmox1gi9n0076qtsgml9pgwm3","Mineral Area College","mineral-area-college","","MO","","","","",""
"cmox2o27u003lqtbk6qb0dj7q","Minnesota North College-Hibbing","minnesota-north-college-hibbing","","MN","","","","",""
"cmox2o29b003oqtbkoza2ug5s","Minnesota North College-Itasca","minnesota-north-college-itasca","","CA","","","","",""
"cmox2o2ax003rqtbkqd0pa7ch","Minnesota North College-Mesabi Range","minnesota-north-college-mesabi-range","","MN","","","","",""
"cmox2o2cd003uqtbkjfkizfxt","Minnesota North College-Rainy River","minnesota-north-college-rainy-river","","MN","","","","",""
"cmox2o2dt003xqtbk0on6g6b3","Minnesota North College-Vermilion","minnesota-north-college-vermilion","","MN","","","","",""
"cmovlhwmk00b9qt20eudd2p43","Minnesota State","minnesota-state","Mankato","Minnesota","","","","",""
"cmox2o2fa0040qtbktxmsy47g","Minnesota State Community and Technical College","minnesota-state-community-and-technical-college","","AL","","","","",""
"cmox2o2gq0043qtbko8zjx2vu","Minnesota West Community & Technical College","minnesota-west-community-and-technical-college","","MN","","","","",""
"cmovlhwo200bcqt209icnma7q","Minnesota–Crookston","minnesota-crookston","Crookston","Minnesota","","","","",""
"cmovlhwpg00bfqt209vrqmpry","Minnesota–Duluth","minnesota-duluth","Duluth","Minnesota","","","","",""
"cmovlhwqx00biqt20v00lwdhr","Minot State","minot-state","Minot","North Dakota","","","","",""
"cmowzs11x004lqt4wcw37qxqh","Mission","mission","","MO.","","","","",""
"cmovlhwsb00blqt20p3qkehr1","Mississippi College","mississippi-college","Clinton","Mississippi","","","","",""
"cmox238ji008cqtfkmb2gsed8","Mississippi Delta Community College","mississippi-delta-community-college","","MS","","","","",""
"cmox238kv008fqtfku7mj60jc","Mississippi Gulf Coast Community College","mississippi-gulf-coast-community-college","","MS","","","","",""
"cmosp9qlj0020qtygmlse1hvz","Mississippi State University","mississippi-state-university","Starkville","MS","","","","",""
"cmou8bkft00n3qtuwhngsikpf","Mississippi Valley State University","mississippi-valley-state-university","Itta Bena","MS","","","","",""
"cmox067q3008fqtgcc3zc2s24","Missouri Baptist","missouri-baptist","","MO","","","","",""
"cmovlhwv800brqt20ba6l3r1c","Missouri S&T","missouri-s-and-t","Rolla","Missouri","","","","",""
"cmovlhwts00boqt201km39vl3","Missouri Southern","missouri-southern","Joplin","Missouri","","","","",""
"cmou7wkgw00hiqt5sseedt2ma","Missouri State University","missouri-state-university","Springfield","MO","","","","",""
"cmox1gib20079qtsg33nf3wq3","Missouri State University - West Plains","missouri-state-university-west-plains","","MO","","","","",""
"cmox067rf008iqtgcqv98xxm2","Missouri Valley","missouri-valley","","MO","","","","",""
"cmovlhwwm00buqt206mz9ewaj","Missouri Western","missouri-western","St. Joseph","Missouri","","","","",""
"cmovort9c00fcqt7g0z18daz7","Mitchell College","mitchell-college","","CT","","","","",""
"cmox238m8008iqtfk66enpn89","Moberly Area Community College","moberly-area-community-college","","MO","","","","",""
"cmowzs13d004oqt4wgedrj6i3","Mobile","mobile","","ALA.","","","","",""
"cmox2o2i50046qtbkuagcawhd","Mohawk Valley Community College","mohawk-valley-community-college","","NY","","","","",""
"cmovlhwy100bxqt20daz1sxc4","Molloy","molloy","Rockville Centre","New York","","","","",""
"cmovortaw00ffqt7gn23acp1v","Monmouth College (Illinois)","monmouth-college-illinois","","IL","","","","",""
"cmou72rez00c6qtt8vg07t3mb","Monmouth University","monmouth-university","West Long Branch","NJ","","","","",""
"cmox238nk008lqtfkckzbvcng","Monroe Community College","monroe-community-college","","NY","","","","",""
"cmox1gicg007cqtsg99jv080v","Monroe University","monroe-university","","NY","","","","",""
"cmox2o2jl0049qtbkdr59b165","Monroe University - Bronx","monroe-university-bronx","","NY","","","","",""
"cmovlhwzk00c0qt209otpug5v","Montana State–Billings","montana-state-billings","Billings","Montana","","","","",""
"cmovortcf00fiqt7g619pf3y2","Montclair State University","montclair-state-university","","NJ","","","","",""
"cmovlhx1100c3qt205lwrc951","Montevallo","montevallo","Montevallo","Alabama","","","","",""
"cmox238p1008oqtfk4xl2uiev","Montgomery College","montgomery-college","","MD","","","","",""
"cmox2o2l1004cqtbksgxg6x7x","Montgomery County Community College","montgomery-county-community-college","","PA","","","","",""
"cmowzs14u004rqt4wk2sj18ho","Montreat","montreat","","NC","","","","",""
"cmox238qg008rqtfka1sjmmka","Moraine Valley Community College","moraine-valley-community-college","","IL","","","","",""
"cmovorte000flqt7g1kz8nxgg","Moravian University","moravian-university","","PA","","","","",""
"cmou8254z00jxqtfojfw5nai9","Morehead State University","morehead-state-university","Morehead","KY","","","","",""
"cmovlhx2l00c6qt2031qyg0wu","Morehouse","morehouse","Atlanta","Georgia","","","","",""
"cmowzs16a004uqt4wruulohb5","Morningside","morningside","","IA","","","","",""
"cmox067wv008uqtgc1vodg7t1","Morris","morris","","SC","","","","",""
"cmox238ry008uqtfkz9z6kizk","Morton College","morton-college","","IL","","","","",""
"cmox1gidu007fqtsg6zpx3re1","Motlow State Community College","motlow-state-community-college","","TN","","","","",""
"cmox238te008xqtfkag0dpvhy","Mott Community College","mott-community-college","","MI","","","","",""
"cmovortfk00foqt7gfchi3pb1","Mount Aloysius College","mount-aloysius-college","","PA","","","","",""
"cmox067y8008xqtgcqmlq9nbw","Mount Marty","mount-marty","","SD","","","","",""
"cmox067zj0090qtgc8tlprwtb","Mount Mercy","mount-mercy","","IA","","","","",""
"cmovlhx4100c9qt20kqipia3l","Mount Olive","mount-olive","Mount Olive","North Carolina","","","","",""
"cmorj0gyc002uqtiog9sy3cgd","Mount Olive University","mount-olive-university","Mount Olive","NC","","","","",""
"cmovorth700frqt7gdfc20hp0","Mount Saint Mary College (New York)","mount-saint-mary-college-new-york","","NY","","","","",""
"cmovortis00fuqt7gq8n7qclm","Mount St. Joseph University","mount-st-joseph-university","","OH","","","","",""
"cmou7g53u00f3qtkwb9q8949c","Mount St. Mary's University","mount-st-marys-university","Emmitsburg","MD","","","","",""
"cmowzs17v004xqt4wvfj3aff3","Mount Vernon Nazarene","mount-vernon-nazarene","","OH","","","","",""
"cmovortkd00fxqt7gfum4tjnd","Muhlenberg College","muhlenberg-college","","PA","","","","",""
"cmox238ux0090qtfk9uava4eq","Murray State College","murray-state-college","","OK","","","","",""
"cmou7wkih00hlqt5s33909h6i","Murray State University","murray-state-university","Murray","KY","","","","",""
"cmox238w90093qtfk1xg0k5sl","Muskegon Community College","muskegon-community-college","","MI","","","","",""
"cmovortlx00g0qt7g7jhlo7eq","Muskingum University","muskingum-university","","OH","","","","",""
"cmox2o2mj004fqtbko757r4pr","Nassau Community College","nassau-community-college","","NY","","","","",""
"cmox238xn0096qtfkj0anhwpb","National Park College","national-park-college","","AR","","","","",""
"cmou8540400kuqtiws5720no0","Naval Academy","naval-academy","Annapolis","MD","","","","",""
"cmox1gif7007iqtsgefaj25w8","Navarro College","navarro-college","","TX","","","","",""
"cmovortnf00g3qt7gwmb9trk2","Nazareth University","nazareth-university","","NY","","","","",""
"cmovortow00g6qt7g3h86b0sw","Nebraska Wesleyan University","nebraska-wesleyan-university","","NE","","","","",""
"cmowzs19b0050qt4wx2g99sqw","Nelson","nelson","","TX","","","","",""
"cmox1gigo007lqtsg36v9z5kk","Neosho County Community College","neosho-county-community-college","","KS","","","","",""
"cmovortqb00g9qt7gwezhdnqp","Neumann University","neumann-university","","PA","","","","",""
"cmox068270096qtgcwygf9q49","New College of Florida","new-college-of-florida","","FL","","","","",""
"cmovortrr00gcqt7g0o81s9hm","New England College","new-england-college","","NH","","","","",""
"cmovortt800gfqt7gk3ewehk7","New Jersey City University","new-jersey-city-university","","NJ","","","","",""
"cmovlhx5i00ccqt20pwi0gmkk","New Mexico Highlands","new-mexico-highlands","Las Vegas","New Mexico","","","","",""
"cmox1gii7007oqtsgbihc8nfe","New Mexico Junior College","new-mexico-junior-college","","NM","","","","",""
"cmox1gijj007rqtsg2fppew7h","New Mexico Military Institute","new-mexico-military-institute","","NM","","","","",""
"cmou74gbw00dcqtbol3sfoqsv","New Mexico State University","new-mexico-state-university","Las Cruces","NM","","","","",""
